"city, province_name",lat,lng,population,density
"Sainte-Marie-Madeleine, Quebec",45.6000,-73.1000,2935,57.7
"Admaston/Bromley, Ontario",45.5292,-76.8969,2935,5.6
"Saint-Gabriel-de-Valcartier, Quebec",46.9333,-71.4667,2933,6.7
"North Algona Wilberforce, Ontario",45.6167,-77.2000,2915,7.7
"Kingston, New Brunswick",45.4663,-66.0217,2913.00,14.50
"Wawa, Ontario",47.9931,-84.7736,2905,7.0
"Saint-Christophe-d'Arthabaska, Quebec",46.0333,-71.8833,2892,41.9
"Sainte-Mélanie, Quebec",46.1333,-73.5167,2892,38.1
"Ascot Corner, Quebec",45.4500,-71.7667,2891,35.1
"Horton, Ontario",45.5000,-76.6667,2887,18.2
"Saint-Michel, Quebec",45.2333,-73.5667,2884,48.2
"Botwood, Newfoundland and Labrador",49.1500,-55.3667,2875,191.0
"Saint-Paul-d'Abbotsford, Quebec",45.4333,-72.8833,2870,36.1
"Saint-Marc-des-Carrières, Quebec",46.6833,-72.0500,2862,172.0
"Stanstead, Quebec",45.0167,-72.1000,2857,125.8
"Sainte-Anne-de-Beaupré, Quebec",47.0167,-70.9333,2854,45.6
"Sainte-Luce, Quebec",48.5500,-68.3800,2851,39.0
"Saint-Gabriel, Quebec",46.3000,-73.3833,2844,1012.3
"Rankin Inlet, Nunavut",62.8300,-92.1321,2842.00,140.40
"Vanscoy No. 345, Saskatchewan",52.0073,-107.0552,2840.00,3.30
"Cedar, British Columbia",49.0853,-123.8259,2836.00,83.80
"Princeton, British Columbia",49.4589,-120.5060,2828,47.4
"La Loche, Saskatchewan",56.4833,-109.4333,2827,181.3
"Kingsclear, New Brunswick",45.8796,-66.8695,2822.00,18.60
"Ferme-Neuve, Quebec",46.7000,-75.4500,2822,3.6
"Thurso, Quebec",45.5969,-75.2433,2818,449.0
"Adstock, Quebec",46.0500,-71.0800,2806,9.7
"Shuniah, Ontario",48.5833,-88.8333,2798,4.9
"Enniskillen, Ontario",42.8167,-82.1250,2796,8.3
"Yamachiche, Quebec",46.2667,-72.8333,2787,26.2
"Saint-Maurice, Quebec",46.4667,-72.5333,2775,30.3
"Bonaventure, Quebec",48.0500,-65.4833,2775,26.6
"Val-Morin, Quebec",46.0000,-74.1800,2772,70.3
"Pohénégamook, Quebec",47.4667,-69.2167,2770,8.1
"Wakefield, New Brunswick",46.2406,-67.6248,2767.00,14.10
"Stoke, Quebec",45.5333,-71.8000,2765,10.8
"Sainte-Marguerite-du-Lac-Masson, Quebec",46.0560,-74.0723,2763.00,30.00
"Saint-Prime, Quebec",48.5800,-72.3300,2758,18.7
"Kuujjuaq, Quebec",58.1429,-68.3742,2754.00,9.40
"Atikokan, Ontario",48.7500,-91.6167,2753,8.6
"Grenville-sur-la-Rouge, Quebec",45.6500,-74.6333,2746,8.7
"North Cypress-Langford, Manitoba",49.9969,-99.3982,2745.00,1.60
"Sainte-Anne-de-Sorel, Quebec",46.0500,-73.0667,2742,71.4
"Macamic, Quebec",48.7500,-79.0000,2734,13.5
"Sundre, Alberta",51.7972,-114.6406,2729,245.6
"Rougemont, Quebec",45.4333,-73.0500,2723,62.0
"Piedmont, Quebec",45.9000,-74.1300,2721,111.7
"Grimshaw, Alberta",56.1908,-117.6117,2718,383.4
"Lac-des-Écorces, Quebec",46.5500,-75.3500,2713,18.8
"Northeastern Manitoulin and the Islands, Ontario",45.9667,-81.9333,2706,5.5
"Pelican Narrows, Saskatchewan",55.1883,-102.9342,2703,295.0
"McDougall, Ontario",45.4500,-80.0167,2702,10.1
"Black Diamond, Alberta",50.6881,-114.2333,2700,702.7
"Saint-Pamphile, Quebec",46.9667,-69.7833,2685,19.6
"Bedford, Quebec",45.1167,-72.9833,2684,639.4
"Weedon-Centre, Quebec",45.7000,-71.4667,2683,12.4
"Lacolle, Quebec",45.0833,-73.3667,2680,54.0
"Saint-Gabriel-de-Brandon, Quebec",46.2667,-73.3833,2679,26.8
"Errington, British Columbia",49.2874,-124.3433,2677.00,97.40
"Coalhurst, Alberta",49.7457,-112.9319,2668,857.5
"French River / Rivière des Français, Ontario",46.1667,-80.5000,2662,3.6
"Arviat, Nunavut",61.0996,-94.1688,2657.00,20.10
"Saint-David-de-Falardeau, Quebec",48.6167,-71.1167,2657,6.6
"Markstay, Ontario",46.4912,-80.4717,2656.00,5.20
"Spaniards Bay, Newfoundland and Labrador",47.6181,-53.3369,2653,40.40
"Cocagne, New Brunswick",46.3406,-64.6200,2649,66.78
"Saint-Bruno, Quebec",48.4667,-71.6500,2636,33.8
"Chetwynd, British Columbia",55.6972,-121.6333,2635,43.1
"Laurier-Station, Quebec",46.5333,-71.6333,2634,219.3
"Saint-Anicet, Quebec",45.1200,-74.3500,2626,19.4
"Saint-Mathieu-de-Beloeil, Quebec",45.5667,-73.2000,2624,65.8
"Cap-Chat, Quebec",49.1000,-66.6833,2623,14.4
"Sexsmith, Alberta",55.3508,-118.7825,2620,197.9
"Notre-Dame-de-Lourdes, Quebec",46.1000,-73.4333,2595,72.6
"Ville-Marie, Quebec",47.3333,-79.4333,2595,424.8
"Saint-Isidore, Quebec",45.3000,-73.6800,2581,49.7
"Shippegan, New Brunswick",47.7439,-64.7178,2580,257.6
"East Garafraxa, Ontario",43.8500,-80.2500,2579,15.5
"Pemberton, British Columbia",50.3203,-122.8053,2574,217.5
"Unity, Saskatchewan",52.4333,-109.1667,2573,244.6
"Rimbey, Alberta",52.6333,-114.2167,2567,225.1
"High Prairie, Alberta",55.4325,-116.4861,2564,355.3
"Turner Valley, Alberta",50.6739,-114.2786,2559,442.1
"Hanna, Alberta",51.6383,-111.9419,2559,290.6
"Fort Smith, Northwest Territories",60.0260,-112.0821,2542.00,27.40
"Maria, Quebec",48.1667,-65.9833,2536,26.7
"Saint-Chrysostome, Quebec",45.1000,-73.7667,2522,25.2
"Greater Madawaska, Ontario",45.2722,-76.8589,2518,2.4
"Berwick, Nova Scotia",45.0475,-64.7360,2509,381.3
"Saint-Damase, Quebec",45.5333,-73.0000,2506,31.7
"Lincoln, New Brunswick",45.8716,-66.5437,2504.00,98.20
"Disraeli, Quebec",45.9000,-71.3500,2502,362.1
"Sainte-Victoire-de-Sorel, Quebec",45.9500,-73.0833,2501,33.5
"Meadow Lake No. 588, Saskatchewan",54.1213,-108.2837,2501.00,0.40
"Elkford, British Columbia",50.0214,-114.9158,2499,24.6
"Georgian Bay, Ontario",44.9833,-79.8167,2499,4.6
"Saint-Alexandre, Quebec",45.2333,-73.1167,2495,32.8
"Hérbertville, Quebec",48.3473,-71.6784,2491.00,9.50
"Moosomin, Saskatchewan",50.1420,-101.6700,2485,327.5
"North Kawartha, Ontario",44.7500,-78.1000,2479,3.2
"Sainte-Thècle, Quebec",46.8167,-72.5000,2478,11.6
"Trenton, Nova Scotia",45.6193,-62.6332,2474,407.8
"Fermont, Quebec",52.7833,-67.0833,2474,5.2
"Esterhazy, Saskatchewan",50.6500,-102.0667,2472,520.9
"Wickham, Quebec",45.7500,-72.5000,2470,25.0
"La Présentation, Quebec",45.6667,-73.0500,2466,26.1
"Beaverlodge, Alberta",55.2094,-119.4292,2465,430.5
"Sainte-Catherine-de-Hatley, Quebec",45.2500,-72.0500,2464,28.5
"Saint-Basile, Quebec",46.7500,-71.8167,2463,25.1
"Saint-Raphaël, Quebec",46.8000,-70.7500,2463,20.3
"Holyrood, Newfoundland and Labrador",47.3833,-53.1333,2463,19.6
"Gracefield, Quebec",46.0926,-75.9574,2462.00,6.40
"Saint-Martin, Quebec",45.9667,-70.6500,2462,20.8
"Causapscal, Quebec",48.3667,-67.2333,2458,15.2
"Brigham, Quebec",45.2500,-72.8500,2457,28.2
"Perry, Ontario",45.5000,-79.2833,2454,13.1
"Port-Daniel--Gascons, Quebec",48.1833,-64.9667,2453,8.1
"Rosetown, Saskatchewan",51.5500,-107.9833,2451,201.9
"Minnedosa, Manitoba",50.2453,-99.8428,2449,161.1
"Labelle, Quebec",46.2833,-74.7333,2445,12.3
"Huntingdon, Quebec",45.0800,-74.1700,2444,879.2
"Hébertville, Quebec",48.4000,-71.6833,2441,9.3
"Black River-Matheson, Ontario",48.5333,-80.4667,2438,2.1
"Saint-Michel-des-Saints, Quebec",46.6833,-73.9167,2436,4.9
"Dufferin, Manitoba",49.5319,-98.0700,2435.00,2.70
"Saint-Victor, Quebec",46.1500,-70.9000,2430,20.2
"Sicamous, British Columbia",50.8378,-118.9703,2429,192.0
"Cap Pele, New Brunswick",46.2172,-64.2822,2425.00,103.80
"Kelsey, Manitoba",53.7356,-101.3950,2424,2.8
"Killaloe, Hagarty and Richards, Ontario",45.6000,-77.5000,2420,6.1
"Alvinston, Ontario",42.8489,-81.9049,2411.00,7.70
"Dundurn No. 314, Saskatchewan",51.8261,-106.5416,2404.00,3.00
"Saint-Éphrem-de-Beauce, Quebec",46.0516,-70.9374,2400.00,20.20
"Assiniboia, Saskatchewan",49.6167,-105.9833,2389,630.3
"Témiscaming, Quebec",46.7167,-79.1000,2385,3.3
"Magrath, Alberta",49.4239,-112.8683,2374,396.4
"Sainte-Geneviève-de-Berthier, Quebec",46.0833,-73.2167,2365,35.5
"Buctouche, New Brunswick",46.4719,-64.7249,2361,130.5
"Grand Manan, New Brunswick",44.6900,-66.8200,2360,15.8
"Sainte-Madeleine, Quebec",45.6000,-73.1000,2356,439.8
"Boissevain, Manitoba",49.1779,-100.0955,2353.00,2.20
"Scott, Quebec",46.5120,-71.0770,2352.00,75.10
"Sainte-Croix, Quebec",46.6200,-71.7300,2352,33.8
"Algonquin Highlands, Ontario",45.4000,-78.7500,2351,2.3
"Valcourt, Quebec",45.5000,-72.3167,2349,467.3
"Saint George, New Brunswick",45.2916,-66.8501,2341.00,4.70
"Paquetville, New Brunswick",47.6334,-65.1803,2329.00,10.60
"Saint-Dominique, Quebec",45.5667,-72.8500,2327,33.7
"Clearwater, British Columbia",51.6500,-120.0333,2324,41.7
"Addington Highlands, Ontario",45.0000,-77.2500,2323,1.7
"Lillooet, British Columbia",50.6864,-121.9364,2321,84.4
"Burin, Newfoundland and Labrador",47.0500,-55.1800,2315,67.8
"Grand Bank, Newfoundland and Labrador",47.1000,-55.7833,2310,136.1
"Léry, Quebec",45.3500,-73.8000,2307,218.2
"Minto, New Brunswick",46.1497,-66.1067,2305,72.8
"Rosthern No. 403, Saskatchewan",52.6206,-106.3967,2300.00,2.40
"Chase, British Columbia",50.8189,-119.6844,2286,607.0
"Mansfield-et-Pontefract, Quebec",45.8611,-76.7392,2285,4.8
"Saint-Denis, Quebec",45.7833,-73.1500,2285,26.9
"Outlook, Saskatchewan",51.5000,-107.0500,2279,291.0
"Mitchell, Manitoba",49.5363,-96.7634,2279.00,704.70
"Saint-Gédéon-de-Beauce, Quebec",45.8500,-70.6333,2277,11.6
"Saint-Léonard-d'Aston, Quebec",46.1000,-72.3667,2271,27.5
"Lunenburg, Nova Scotia",44.3833,-64.3167,2263,560.1
"Northesk, New Brunswick",47.2569,-66.2613,2263.00,0.70
"Albanel, Quebec",48.8833,-72.4500,2262,11.4
"St. Anthony, Newfoundland and Labrador",51.3725,-55.5947,2258,61.0
"Pessamit, Quebec",49.0485,-68.6814,2256.00,8.80
"Maskinongé, Quebec",46.2333,-73.0167,2253,30.2
"Saint-Charles-de-Bellechasse, Quebec",46.7667,-70.9500,2246,24.1
"Fogo Island, Newfoundland and Labrador",49.6667,-54.1833,2244,9.40
"East Broughton, Quebec",46.2167,-71.0667,2229,255.3
"Lantz, Nova Scotia",44.9894,-63.4736,2229.00,749.90
"Calmar, Alberta",53.2500,-113.7833,2228,476.2
"Highlands, British Columbia",48.5200,-123.5000,2225,58.5
"Saint-Polycarpe, Quebec",45.3000,-74.3000,2224,31.8
"Logy Bay-Middle Cove-Outer Cove, Newfoundland and Labrador",47.6300,-52.6800,2221,130.9
"Deschambault, Quebec",46.6436,-72.0236,2220.00,17.80
"Canora, Saskatchewan",51.6339,-102.4369,2219,303.7
"Upper Miramichi, New Brunswick",46.5254,-66.2085,2218.00,1.20
"Anmore, British Columbia",49.3144,-122.8564,2210,80.2
"Hardwicke, New Brunswick",47.0208,-65.0302,2201.00,7.90
"Saint-Côme, Quebec",46.2700,-73.7800,2198,13.5
"Waskaganish, Quebec",51.3674,-78.7069,2196.00,4.40
"Twillingate, Newfoundland and Labrador",49.6444,-54.7436,2196,85.3
"Saint-Quentin, New Brunswick",47.5135,-67.3921,2194,517.2
"Lebel-sur-Quévillon, Quebec",49.0500,-76.9833,2187,53.8
"Pilot Butte, Saskatchewan",50.4667,-104.4167,2183,377.7
"Nanton, Alberta",50.3494,-113.7717,2181,447.8
"Pierreville, Quebec",46.0667,-72.8167,2176,27.8
"New-Wes-Valley, Newfoundland and Labrador",49.1500,-53.5833,2172,16.3
"Pennfield Ridge, New Brunswick",45.1924,-66.6858,2170.00,6.00
"West Interlake, Manitoba",50.9837,-98.3572,2162.00,1.30
"Biggar, Saskatchewan",52.0590,-107.9790,2161,137.2
"Britannia No. 502, Saskatchewan",53.4236,-109.7772,2153.00,2.30
"Kent, New Brunswick",46.6221,-67.2953,2153.00,2.60
"Wabana, Newfoundland and Labrador",47.6500,-52.9333,2146,148.00
"Saint-Gilles, Quebec",46.5167,-71.3667,2138,12.1
"Wendake, Quebec",46.8693,-71.3628,2134.00,1253.90
"Saint-Bernard, Quebec",46.5000,-71.1333,2131,23.7
"Sainte-Cécile-de-Milton, Quebec",45.4833,-72.7500,2128,29.1
"Saint-Roch-de-Richelieu, Quebec",45.8833,-73.1667,2122,60.9
"Saint-Nazaire, Quebec",48.5833,-71.5333,2114,14.6
"Saint-Elzéar, Quebec",46.4000,-71.0667,2107,24.1
"Hinchinbrooke, Quebec",45.0500,-74.1000,2103,14.1
"Saint-François-Xavier-de-Brompton, Quebec",45.5333,-72.0500,2101,21.5
"Papineauville, Quebec",45.6167,-75.0167,2101,34.3
"Prairie View, Manitoba",50.3304,-100.9803,2088.00,1.20
"Cowichan Bay, British Columbia",48.7666,-123.6743,2086.00,89.50
"Saint-Ignace-de-Loyola, Quebec",46.0667,-73.1333,2086,57.7
"Central Manitoulin, Ontario",45.7167,-82.2000,2084,4.8
"Maple Creek, Saskatchewan",49.9167,-109.4667,2084,471.3
"Glovertown, Newfoundland and Labrador",48.6667,-54.0500,2083,29.6
"Tofield, Alberta",53.3703,-112.6667,2081,253.4
"Madoc, Ontario",44.5833,-77.5167,2078,7.9
"Upton, Quebec",45.6500,-72.6833,2075,37.3
"Sainte-Anne-de-Sabrevois, Quebec",45.2000,-73.2167,2074,46.3
"Logan Lake, British Columbia",50.4911,-120.8153,2073,6.4
"Sainte-Anne-de-la-Pérade, Quebec",46.5833,-72.2000,2072,18.8
"Saint-Damien-de-Buckland, Quebec",46.6333,-70.6667,2071,25.2
"Baker Lake, Nunavut",64.3287,-96.0308,2069.00,11.40
"Saltair, British Columbia",48.9504,-123.7637,2069.00,305.10
"Pouch Cove, Newfoundland and Labrador",47.7670,-52.7670,2069,35.5
"Saint-Ferdinand, Quebec",46.1000,-71.5667,2067,15.1
"Port McNeill, British Columbia",50.5903,-127.0847,2064,149.9
"Digby, Nova Scotia",44.6222,-65.7606,2060,654.6
"Manouane, Quebec",47.2091,-74.3833,2060.00,258.40
"Saint-Gervais, Quebec",46.7167,-70.8833,2058,23.1
"Neebing, Ontario",48.1833,-89.4667,2055,2.3
"Redwater, Alberta",53.9489,-113.1067,2053,102.5
"Saint-Alexandre-de-Kamouraska, Quebec",47.6817,-69.6250,2050,18.4
"Saint-Marc-sur-Richelieu, Quebec",45.6833,-73.2000,2050,33.8
"Mandeville, Quebec",46.3667,-73.3500,2043,6.3
"Caplan, Quebec",48.1000,-65.6833,2039,23.7
"Point Edward, Ontario",42.9931,-82.4083,2037,620.6
"Allardville, New Brunswick",47.4321,-65.4383,2032.00,3.10
"Waterville, Quebec",45.2667,-71.9000,2028,45.7
"Saint-Damien, Quebec",46.3300,-73.4800,2020,7.9
"Lac-Nominingue, Quebec",46.4000,-75.0333,2019,6.6
"Obedjiwan, Quebec",48.6686,-74.9289,2019.00,234.40
"Rama, Saskatchewan",51.7578,-103.0008,2016,3087.3
"McCreary, Manitoba",50.7494,-99.4850,2011,274.70
"Deloraine-Winchester, Manitoba",49.1775,-100.4322,2011,2.00
"Oakland-Wawanesa, Manitoba",49.6208,-99.8481,2011,2.90
"Brenda-Waskada, Manitoba",49.1775,-100.7019,2011,0.90
"Russell-Binscarth, Manitoba",50.7272,-101.3689,2011,4.30
"Ellice-Archie, Manitoba",50.3239,-101.2729,2011,0.80
"Souris-Glenwood, Manitoba",49.6208,-100.2581,2011,4.40
"Riverdale, Manitoba",49.9750,-100.2789,2011,3.70
"Pembina, Manitoba",49.1775,-98.5408,2011,2.10
"Wallace-Woodworth, Manitoba",49.9156,-100.9389,2011,1.50
"Lorne, Manitoba",49.4436,-98.7494,2011,3.30
"Ethelbert, Manitoba",51.5364,-100.4981,2011,104.30
"Yellowhead, Manitoba",50.4847,-100.4828,2011,1.80
"Swan Valley West, Manitoba",51.9978,-101.3944,2011,1.60
"Grey, Manitoba",49.7094,-98.0736,2011,2.80
"Gilbert Plains, Manitoba",51.1547,-100.4381,2011,1.40
"Norfolk-Treherne, Manitoba",49.6653,-98.5967,2011,2.40
"Hamiota, Manitoba",50.1964,-100.6342,2011,248.30
"Emerson-Franklin, Manitoba",49.1333,-97.0331,2011,2.60
"Sifton, Manitoba",49.6653,-100.6678,2011,2.6
"Rossburn, Manitoba",50.7272,-100.7408,2011,150.40
"Grand View, Manitoba",51.1550,-100.7892,2011,310.30
"Grassland, Manitoba",49.4306,-100.3103,2011,1.20
"Louise, Manitoba",49.1772,-98.8794,2011,2.00
"Ste. Rose, Manitoba",51.0222,-99.4306,2011,2.70
"Cartwright-Roblin, Manitoba",49.1331,-99.2797,2011,1.80
"Mossey River, Manitoba",51.7550,-99.9664,2011,1.00
"Lakeshore, Manitoba",51.2440,-99.6562,2011,1.10
"Riding Mountain West, Manitoba",50.8347,-101.0961,2011,0.90
"Clanwilliam-Erickson, Manitoba",50.5061,-99.8156,2011,2.50
"Glenboro-South Cypress, Manitoba",49.6650,-99.3708,2011,1.40
"North Norfolk, Manitoba",49.9308,-98.8356,2011,3.30
"Reinland, Manitoba",49.1331,-97.5942,2011,6.20
"Minitonas-Bowsman, Manitoba",52.1433,-100.9772,2011,1.40
"Kippens, Newfoundland and Labrador",48.5492,-58.6236,2008,140.3
"Blucher, Saskatchewan",52.0134,-106.2176,2006.00,2.50
"Hatley, Quebec",45.2700,-71.9500,2003,28.0
"Saint-Gédéon, Quebec",48.5000,-71.7667,2001,31.5
"Kingsey Falls, Quebec",45.8500,-72.0667,2000,28.7
"Provost, Alberta",52.3539,-110.2686,1998,423.0
"Saint-Charles, New Brunswick",46.6692,-65.0184,1997.00,11.40
"Mattawa, Ontario",46.3167,-78.7000,1993,544.8
"Tumbler Ridge, British Columbia",55.1333,-121.0000,1987,1.3
"Terrasse-Vaudreuil, Quebec",45.4000,-73.9833,1986,1865.2
"L'Ascension-de-Notre-Seigneur, Quebec",48.7000,-71.6833,1983,15.0
"Bow Island, Alberta",49.8667,-111.3667,1983,341.6
"Barraute, Quebec",48.4333,-77.6333,1980,4.0
"One Hundred Mile House, British Columbia",51.6413,-121.3127,1980.00,37.20
"Kedgwick, New Brunswick",47.6456,-67.3431,1979,3.0
"Gambo, Newfoundland and Labrador",48.7833,-54.2167,1978,21.5
"Saint-Liguori, Quebec",46.0167,-73.5667,1976,39.1
"Bonfield, Ontario",46.2167,-79.1333,1975,9.5
"Pointe-Lebel, Quebec",49.1667,-68.2000,1973,23.3
"Saint Mary, New Brunswick",46.3987,-64.8681,1972.00,8.30
"Saint-Patrice-de-Sherrington, Quebec",45.1667,-73.5167,1971,21.3
"Fox Creek, Alberta",54.3950,-116.8092,1971,159.4
"Dawn-Euphemia, Ontario",42.7000,-82.0167,1967,4.4
"Chapleau, Ontario",47.8333,-83.4000,1964,138.2
"Saint-Esprit, Quebec",45.9000,-73.6667,1963,36.4
"Westfield Beach, New Brunswick",45.3432,-66.2868,1962.00,6.60
"Montague, Prince Edward Island",46.1652,-62.6500,1961.00,620.80
"Mashteuiatsh, Quebec",48.5690,-72.2495,1957.00,134.90
"Saint-François-du-Lac, Quebec",46.0667,-72.8333,1957,30.4
"Eel River Crossing, New Brunswick",48.0125,-66.4208,1953,29.8
"Saint-Fulgence, Quebec",48.4500,-70.9000,1949,5.5
"Millet, Alberta",53.0978,-113.4728,1945,522.9
"Vallée-Jonction, Quebec",46.3667,-70.9167,1940,76.6
"Saint-Georges-de-Cacouna, Quebec",47.9167,-69.5000,1939,30.6
"Lumsden No. 189, Saskatchewan",50.6734,-104.7686,1938.00,2.40
"Manitouwadge, Ontario",49.1333,-85.8333,1937,5.5
"Wellington, Ontario",43.9579,-77.3534,1932.00,275.40
"Swift Current No. 137, Saskatchewan",50.2211,-107.8559,1932.00,1.80
"Tofino, British Columbia",49.1275,-125.8852,1932.00,183.10
"Fort Qu’Appelle, Saskatchewan",50.7667,-103.7833,1919,363.2
"Vulcan, Alberta",50.4000,-113.2500,1917,302.3
"Indian Head, Saskatchewan",50.5333,-103.6667,1910,602.0
"Petit Rocher, New Brunswick",47.7839,-65.7159,1908,425.2
"Wabush, Newfoundland and Labrador",52.9081,-66.8690,1906,41.2
"Saint-Fabien, Quebec",48.3000,-68.8700,1906,15.9
"Watrous, Saskatchewan",51.6841,-105.4661,1900.00,170.10
"North Frontenac, Ontario",44.9500,-76.9000,1898,1.6
"Lac-Supérieur, Quebec",46.2000,-74.4667,1892,5.1
"Les Escoumins, Quebec",48.3500,-69.4000,1891,7.0
"Richibucto, New Brunswick",46.6189,-64.8385,1887.00,7.60
"Rivière-Beaudette, Quebec",45.2333,-74.3333,1885,101.9
"Saint-Barthélemy, Quebec",46.1833,-73.1333,1883,17.9
"Nisga'a, British Columbia",55.1078,-129.4293,1880.00,0.90
"Austin, Quebec",45.1833,-72.2833,1880,25.5
"Saint-Mathieu, Quebec",45.3167,-73.5164,1879,59.5
"Saint-Paul-de-l'Île-aux-Noix, Quebec",45.1333,-73.2833,1877,63.4
"Orkney No. 244, Saskatchewan",51.2557,-102.6469,1875.00,2.30
"Behchokò, Northwest Territories",62.8184,-115.9933,1874.00,24.90
"Saint-Joseph-de-Coleraine, Quebec",45.9700,-71.3700,1870,14.7
"Saint-Cyprien-de-Napierville, Quebec",45.1833,-73.4167,1869,19.2
"Sayabec, Quebec",48.5667,-67.6833,1864,14.3
"Valleyview, Alberta",55.0686,-117.2683,1863,199.9
"Déléage, Quebec",46.3833,-75.9167,1856,7.5
"Potton, Quebec",45.0833,-72.3667,1849,7.1
"Sainte-Béatrix, Quebec",46.2000,-73.6167,1849,22.0
"Sainte-Justine, Quebec",46.4000,-70.3500,1845,14.6
"Eastman, Quebec",45.3341,-72.3041,1843.00,25.00
"Saint-Valérien-de-Milton, Quebec",45.5667,-72.7167,1840,17.1
"Saint-Cuthbert, Quebec",46.1500,-73.2333,1839,13.9
"Saint-Blaise-sur-Richelieu, Quebec",45.2167,-73.2833,1837,26.3
"Middleton, Nova Scotia",44.9418,-65.0686,1832,329.1
"Maugerville, New Brunswick",46.1301,-66.2859,1831.00,2.00
"Dalmeny, Saskatchewan",52.3411,-106.7733,1826,805.7
"Kamsack, Saskatchewan",51.5650,-101.8947,1825,311.8
"Lumsden, Saskatchewan",50.6463,-104.8676,1824,402.0
"Trinity Bay North, Newfoundland and Labrador",48.4978,-53.0860,1819,71.5
"Saint-Michel-de-Bellechasse, Quebec",46.8667,-70.9167,1816,41.0
"Sainte-Angèle-de-Monnoir, Quebec",45.3833,-73.1000,1812,39.9
"Picture Butte, Alberta",49.8731,-112.7800,1810,635.1
"Sacré-Coeur-Saguenay, Quebec",48.2479,-69.8540,1803.00,5.90
"Saint-Louis, New Brunswick",46.7048,-65.1046,1802.00,7.00
"Victoria, Newfoundland and Labrador",47.7675,-53.2411,1800,102.0
"Saint-Robert, Quebec",45.9667,-73.0000,1794,27.7
"Armstrong, Manitoba",50.6400,-97.4950,1792,1.0
"Saint-Pierre-de-l'Île-d'Orléans, Quebec",46.8833,-71.0667,1789,57.1
"La Guadeloupe, Quebec",45.9500,-70.9300,1787,54.8
"Saint Andrews, New Brunswick",45.0740,-67.0521,1786,213.9
"Burns Lake, British Columbia",54.2292,-125.7625,1779,269.8
"Povungnituk, Quebec",60.0477,-77.2751,1779.00,20.60
"Manners Sutton, New Brunswick",45.6417,-67.0609,1777.00,3.40
"Gore, Quebec",45.7700,-74.2500,1775,19.1
"Deseronto, Ontario",44.2000,-77.0500,1774,705.7
"Lamont, Alberta",53.7603,-112.7778,1774,192.8
"Chambord, Quebec",48.4333,-72.0667,1773,14.6
"Dudswell, Quebec",45.5833,-71.5833,1771,8.1
"Wynyard, Saskatchewan",51.7667,-104.1833,1767,334.1
"Cambridge Bay, Nunavut",69.1528,-105.1707,1766.00,8.70
"Saint-Narcisse, Quebec",46.5667,-72.4667,1762,16.8
"Frontenac Islands, Ontario",44.2000,-76.3833,1760,10.1
"Waswanipi, Quebec",49.7883,-75.9544,1759.00,4.20
"Inukjuak, Quebec",58.4824,-78.1309,1757.00,31.60
"Piney, Manitoba",49.2069,-95.8333,1755,0.0
"Komoka, Ontario",42.9580,-81.4001,1754.00,1576.60
"Saint-Zacharie, Quebec",46.1333,-70.3667,1751,9.4
"Hemmingford, Quebec",45.0833,-73.5833,1747,11.1
"Shelburne, Nova Scotia",43.7633,-65.3236,1743,197.2
"Saint-Clet, Quebec",45.3500,-74.2200,1738,44.3
"Carberry, Manitoba",49.8689,-99.3594,1738,350.7
"Brighton, New Brunswick",46.3316,-67.3585,1735.00,3.40
"Saint-Antoine, New Brunswick",46.3629,-64.7530,1733,274.3
"Warfield, British Columbia",49.0953,-117.7344,1729,910.0
"Northampton, New Brunswick",46.1313,-67.4713,1724.00,7.10
"Saint-Ours, Quebec",45.8833,-73.1500,1721,29.0
"Stephenville Crossing, Newfoundland and Labrador",48.5167,-58.4167,1719,55.1
"Sainte-Anne-de-la-Pocatière, Quebec",47.3500,-70.0000,1717,31.1
"Ucluelet, British Columbia",48.9358,-125.5433,1717,264.5
"Saint-Placide, Quebec",45.5333,-74.2000,1715,39.8
"Barrière, British Columbia",51.1803,-120.1261,1713,164.7
"Fisher, Manitoba",51.0825,-97.6611,1708.00,1.20
"Nipissing, Ontario",46.0500,-79.5500,1707,4.3
"Sainte-Clotilde, Quebec",45.1500,-73.6833,1704,21.6
"Shaunavon, Saskatchewan",49.6510,-108.4120,1699,344.2
"Wicklow, New Brunswick",46.5017,-67.7067,1697.00,8.70
"Southesk, New Brunswick",46.9901,-66.4336,1694.00,0.70
"Nouvelle, Quebec",48.1333,-66.3167,1689,7.3
"Rosthern, Saskatchewan",52.6500,-106.3333,1688,392.0
"Yamaska, Quebec",46.0236,-72.9391,1687.00,23.20
"Neguac, New Brunswick",47.2333,-65.0500,1684,62.9
"Flat Rock, Newfoundland and Labrador",47.7086,-52.7144,1683,92.90
"Igloolik, Nunavut",69.3817,-81.6811,1682.00,16.30
"Grunthal, Manitoba",49.4065,-96.8603,1680.00,593.70
"Naramata, British Columbia",49.5886,-119.5838,1676.00,207.80
"Saint-Élie-de-Caxton, Quebec",46.4833,-72.9667,1676,14.2
"Blumenort, Manitoba",49.6033,-96.7006,1675.00,526.30
"Balmoral, New Brunswick",47.9667,-66.4500,1674,38.6
"Price, Quebec",48.6017,-68.1227,1673,646.0
"Rosedale, Manitoba",50.4397,-99.5389,1672.00,1.90
"Saint-Jacques-le-Mineur, Quebec",45.2833,-73.4167,1672,24.9
"Huron Shores, Ontario",46.2833,-83.2000,1664,3.8
