"city, state_name",lat,lng,population,density
"Hecker, Illinois",38.3054,-89.9934,478,730
"Laketon, Indiana",40.9807,-85.8393,478,175
"Somerset, Indiana",40.6695,-85.8321,478,277
"Charter Oak, Iowa",42.0683,-95.5890,478,382
"Falls Village, Connecticut",41.9576,-73.3562,478,115
"Red Oak, Oklahoma",34.9508,-95.0814,478,199
"Verona, Ohio",39.9018,-84.4959,478,404
"Whites Landing, Ohio",41.4308,-82.8960,478,629
"Webb, Mississippi",33.9478,-90.3464,478,437
"Melrose, Wisconsin",44.1316,-90.9970,477,229
"Burnsville, West Virginia",38.8579,-80.6538,477,174
"Star Harbor, Texas",32.1927,-96.0541,477,394
"Forestville, Pennsylvania",40.6938,-76.2921,477,211
"Grenada, California",41.6406,-122.5260,477,357
"Gateway, Arkansas",36.4854,-93.9365,477,28
"Allendale, Illinois",38.5276,-87.7102,477,600
"Withee, Wisconsin",44.9508,-90.5989,476,220
"Cuyamungue, New Mexico",35.8648,-106.0096,476,157
"South Toledo Bend, Texas",31.1568,-93.6074,476,56
"Tovey, Illinois",39.5883,-89.4486,476,824
"Whittemore, Iowa",43.0634,-94.4251,476,437
"Breda, Iowa",42.1840,-94.9751,476,247
"Homeworth, Ohio",40.8358,-81.0649,476,148
"Glenwood, Utah",38.7625,-111.9880,476,340
"Hopkins, Missouri",40.5511,-94.8169,476,257
"Josephville, Missouri",38.8293,-90.7869,476,70
"Altura, Minnesota",44.0642,-91.9435,476,61
"Sledge, Mississippi",34.4327,-90.2213,476,353
"Summit, South Carolina",33.9246,-81.4226,476,123
"Verlot, Washington",48.1003,-121.7679,475,16
"Taylor, Wisconsin",44.3217,-91.1206,475,251
"Montcalm, West Virginia",37.3516,-81.2515,475,67
"Hunter, New York",42.2109,-74.2160,475,98
"Harbor Hills, New York",40.7881,-73.7492,475,1536
"Fredericktown, Pennsylvania",40.0019,-80.0092,475,189
"Bruceville, Indiana",38.7580,-87.4154,475,534
"Kent Narrows, Maryland",38.9704,-76.2385,475,194
"Cement, Oklahoma",34.9362,-98.1364,475,402
"Dover, Oklahoma",35.9815,-97.9106,475,591
"Butterfield, Missouri",36.7468,-93.9043,475,395
"Erskine, Minnesota",47.6648,-96.0125,475,249
"Rocky Boy's Agency, Montana",48.2590,-109.7648,475,21
"Enterprise, Mississippi",32.1731,-88.8163,475,74
"Fair Play, South Carolina",34.5077,-82.9862,475,27
"Rio Lucio, New Mexico",36.1922,-105.7199,474,174
"Scotland, Texas",33.6499,-98.4677,474,23
"Brazos Country, Texas",29.7547,-96.0424,474,88
"Swan Quarter, North Carolina",35.4109,-76.3251,474,46
"Herminie, Pennsylvania",40.2633,-79.7138,474,753
"Putney, Vermont",42.9757,-72.5255,474,127
"Tallula, Illinois",39.9457,-89.9365,474,344
"Lime Springs, Iowa",43.4499,-92.2842,474,179
"Sudlersville, Maryland",39.1832,-75.8535,474,120
"Neelyville, Missouri",36.5562,-90.5139,474,159
"Lyman, Washington",48.5230,-122.0634,473,272
"South Wayne, Wisconsin",42.5673,-89.8761,473,224
"Rouseville, Pennsylvania",41.4704,-79.6847,473,204
"Ballard, California",34.6340,-120.1156,473,154
"Bodega, California",38.3488,-122.9712,473,62
"East Carondelet, Illinois",38.5385,-90.2400,473,155
"Crawfordville, Georgia",33.5545,-82.8965,473,58
"St. Joe, Indiana",41.3147,-84.9012,473,544
"Mesquite Creek, Arizona",34.9606,-114.5714,473,180
"Corwin, Ohio",39.5249,-84.0676,473,529
"Coalton, Ohio",39.1117,-82.6110,473,332
"Pacific Beach, Washington",47.2150,-124.1967,472,150
"Ione, Washington",48.7401,-117.4215,472,343
"Winthrop, Washington",48.4717,-120.1790,472,195
"Kendall, Wisconsin",43.7926,-90.3677,472,238
"Cortland, Nebraska",40.5059,-96.7064,472,693
"Hewlett Neck, New York",40.6247,-73.6981,472,932
"Downsville, New York",42.0818,-74.9980,472,46
"Riverside, New York",42.1554,-77.0802,472,604
"Weedville, Pennsylvania",41.2764,-78.4902,472,93
"Hyde Park, Pennsylvania",40.6316,-79.5891,472,757
"San Lucas, California",36.1283,-121.0217,472,462
"Tamms, Illinois",37.2416,-89.2714,472,78
"Chrisney, Indiana",38.0100,-87.0319,472,258
"Corn, Oklahoma",35.3793,-98.7814,472,510
"Amsterdam, Ohio",40.4717,-80.9217,472,570
"Oak Grove Village, Missouri",38.2278,-91.1494,472,296
"Bayfield, Wisconsin",46.8141,-90.8226,471,211
"Cochiti, New Mexico",35.6105,-106.3501,471,233
"Timbercreek Canyon, Texas",35.0539,-101.8186,471,95
"Bixby, Texas",26.1400,-97.8562,471,115
"Chefornak, Alaska",60.1550,-164.2550,471,34
"Glen Park, New York",44.0016,-75.9548,471,254
"Marianna, Pennsylvania",40.0128,-80.1121,471,92
"Fairview, Illinois",40.6485,-90.1841,471,43
"Rough Rock, Arizona",36.4106,-109.8691,471,14
"Rothsay, Minnesota",46.4735,-96.2845,471,222
"Mackinac Island, Michigan",45.8593,-84.6253,471,41
"Unionville, Michigan",43.6538,-83.4671,471,193
"Argonia, Kansas",37.2679,-97.7629,471,258
"Huntley, Montana",45.8995,-108.3054,471,119
"Finley Point, Montana",47.7464,-114.0666,471,42
"Oacoma, South Dakota",43.8038,-99.3721,471,70
"Bedias, Texas",30.7792,-95.9469,470,163
"Hornbeak, Tennessee",36.3352,-89.2983,470,172
"Nichols, New York",42.0200,-76.3704,470,350
"McNeil, Arkansas",33.3479,-93.2083,470,143
"Naplate, Illinois",41.3321,-88.8782,470,1610
"Oak Park, Georgia",32.3822,-82.3153,470,25
"Wheatland, Indiana",38.6632,-87.3062,470,443
"Latimer, Iowa",42.7629,-93.3655,470,75
"Weston, Idaho",42.0368,-111.9783,470,95
"Fairlee, Maryland",39.2268,-76.1654,470,47
"Prue, Oklahoma",36.2497,-96.2668,470,402
"New Eucha, Oklahoma",36.3912,-94.8522,470,23
"Thayer, Kansas",37.4851,-95.4845,470,241
"Beech Bottom, West Virginia",40.2181,-80.6588,469,155
"Avalon, Florida",30.5366,-87.1009,469,47
"Fort Ann, New York",43.4146,-73.4907,469,634
"New Jerusalem, Pennsylvania",40.4455,-75.7530,469,99
"Sorento, Illinois",39.0007,-89.5749,469,227
"Thompson, Iowa",43.3698,-93.7747,469,206
"Delhi, Iowa",42.4303,-91.3305,469,185
"University Park, Iowa",41.2857,-92.6149,469,234
"Gilmore City, Iowa",42.7269,-94.4369,469,145
"Grand View, Idaho",42.9840,-116.0918,469,315
"Jenkins, Minnesota",46.6527,-94.3299,469,40
"Franklin, Minnesota",44.5310,-94.8851,469,168
"Omar, West Virginia",37.7583,-81.9973,468,160
"Cowen, West Virginia",38.4110,-80.5542,468,287
"Belleplain, New Jersey",39.2662,-74.8672,468,24
"Hallsburg, Texas",31.5684,-96.9464,468,34
"Gustine, Texas",31.8457,-98.4025,468,197
"Argusville, North Dakota",47.0501,-96.9431,468,45
"Harmonsburg, Pennsylvania",41.6656,-80.3142,468,131
"Dakota, Illinois",42.3879,-89.5265,468,727
"Garretts Mill, Maryland",39.3534,-77.6890,468,316
"North Hampton, Ohio",39.9893,-83.9442,468,469
"Warner, South Dakota",45.3252,-98.4952,468,646
"Bowdle, South Dakota",45.4513,-99.6564,468,283
"Lake Poinsett, South Dakota",44.5664,-97.0798,468,36
"Wamsutter, Wyoming",41.6679,-107.9790,467,105
"Blum, Texas",32.1419,-97.3972,467,182
"Thorne Bay, Alaska",55.6652,-132.5337,467,6
"East Arcadia, North Carolina",34.3816,-78.3232,467,80
"Palmer, Nebraska",41.2224,-98.2599,467,338
"Ducktown, Tennessee",35.0360,-84.3848,467,68
"Sulphur Rock, Arkansas",35.7516,-91.5003,467,144
"Denver, Indiana",40.8647,-86.0772,467,751
"Collins, Iowa",41.9020,-93.3083,467,369
"Idaho City, Idaho",43.8281,-115.8307,467,271
"Shady Grove, Oklahoma",35.9485,-95.0952,467,14
"Palmyra, Utah",40.1473,-111.6979,467,16
"Brewster, Minnesota",43.6973,-95.4644,467,130
"Harrisville, Michigan",44.6575,-83.2946,467,285
"Potts Camp, Mississippi",34.6492,-89.3065,467,185
"St. Cloud, Wisconsin",43.8245,-88.1687,466,195
"Manalapan, Florida",26.5620,-80.0438,466,402
"Kosse, Texas",31.3070,-96.6293,466,139
"Tierra Grande, Texas",27.7037,-97.5718,466,38
"Morven, North Carolina",34.8643,-80.0000,466,175
"Bancroft, Nebraska",42.0104,-96.5733,466,491
"Clintonville, Pennsylvania",41.2016,-79.8748,466,164
"San Geronimo, California",38.0068,-122.6634,466,119
"Midway, Alabama",32.0764,-85.5244,466,54
"Hector, Arkansas",35.4644,-92.9760,466,78
"Junction City, Illinois",38.5774,-89.1258,466,263
"Plymouth, Illinois",40.2921,-90.9162,466,318
"Olive Branch, Illinois",37.1755,-89.3518,466,18
"Wilbur Park, Missouri",38.5532,-90.3087,466,3027
"Lynd, Minnesota",44.3973,-95.8812,466,143
"Roxie, Mississippi",31.5046,-91.0674,466,159
"Riverwood, Kentucky",38.2831,-85.6614,466,864
"Labish Village, Oregon",45.0191,-122.9736,466,3328
"Endeavor, Wisconsin",43.7146,-89.4684,465,285
"Oglesby, Texas",31.4187,-97.5113,465,351
"Sicily Island, Louisiana",31.8492,-91.6599,465,312
"Beallsville, Pennsylvania",40.0619,-80.0302,465,73
"Penn, Pennsylvania",40.3294,-79.6419,465,1145
"Haysi, Virginia",37.2151,-82.2931,465,49
"Spring Lake, Utah",40.0054,-111.7474,465,160
"Glenbeulah, Wisconsin",43.7982,-88.0465,464,257
"Mole Lake, Wisconsin",45.4859,-88.9823,464,48
"Knapp, Wisconsin",44.9514,-92.0769,464,114
"Lost Creek, West Virginia",39.1627,-80.3484,464,184
"Turkey Creek, Louisiana",30.8732,-92.4170,464,72
"Naknek, Alaska",58.7847,-156.8967,464,2
"Gadsden, Tennessee",35.7767,-88.9861,464,159
"Fort Johnson, New York",42.9591,-74.2381,464,242
"Petersburg, Pennsylvania",40.5726,-78.0507,464,538
"Grindstone, Pennsylvania",40.0218,-79.8232,464,136
"Nunn, Colorado",40.7132,-104.7884,464,48
"Yampa, Colorado",40.1530,-106.9086,464,745
"Bridgeport, California",38.2562,-119.2123,464,8
"Iuka, Illinois",38.6181,-88.7881,464,244
"Whigham, Georgia",30.8845,-84.3247,464,152
"Rawlings, Maryland",39.5403,-78.8858,464,200
"Hermitage, Missouri",37.9443,-93.3255,464,138
"Fromberg, Montana",45.3921,-108.9067,464,403
"Sidon, Mississippi",33.4079,-90.2081,464,1444
"Mosier, Oregon",45.6850,-121.3950,464,393
"Alford, Florida",30.6967,-85.3952,463,169
"Red River, New Mexico",36.7041,-105.4064,463,176
"Dean, Texas",33.9299,-98.3676,463,83
"Mullen, Nebraska",42.0432,-101.0445,463,380
"Decatur, Nebraska",42.0056,-96.2497,463,175
"Munnsville, New York",42.9765,-75.5865,463,204
"Yukon, Pennsylvania",40.2139,-79.6864,463,190
"Heeney, Colorado",39.8711,-106.3001,463,786
"Carnelian Bay, California",39.2346,-120.0767,463,137
"Fairview, Alabama",34.2477,-86.6843,463,66
"Stacyville, Iowa",43.4391,-92.7840,463,348
"Klemme, Iowa",43.0098,-93.6014,463,351
"Goshen, Ohio",39.2325,-84.1532,463,96
"Greenville, Missouri",37.1284,-90.4472,463,264
"Protection, Kansas",37.2004,-99.4808,463,192
"Tremont, Mississippi",34.2327,-88.2507,463,36
"Abrams, Wisconsin",44.7796,-88.0605,462,216
"Monterey, Louisiana",31.4436,-91.7191,462,62
"Townsend, Tennessee",35.6763,-83.7528,462,89
"Rushford, New York",42.3890,-78.2522,462,319
"Sidman, Pennsylvania",40.3235,-78.7523,462,179
"Seward, Pennsylvania",40.4130,-79.0219,462,882
"Louisville, Alabama",31.7810,-85.5583,462,64
"Tull, Arkansas",34.4410,-92.5779,462,44
"Irving, Illinois",39.2053,-89.4054,462,198
"Towanda, Illinois",40.5633,-88.9008,462,239
"Spring Bay, Illinois",40.8207,-89.5285,462,241
"Arbyrd, Missouri",36.0535,-90.2399,462,177
"Kiester, Minnesota",43.5369,-93.7113,462,413
"Broadus, Montana",45.4431,-105.4085,462,506
"Greenview, West Virginia",37.9963,-81.8202,461,180
"Lake Mystic, Florida",30.3906,-84.9857,461,39
"Millsap, Texas",32.7493,-98.0117,461,121
"Marshall, Alaska",61.8753,-162.0488,461,43
"Mount Pleasant Mills, Pennsylvania",40.7230,-77.0214,461,141
"Holiday Pocono, Pennsylvania",41.0292,-75.6092,461,75
"Canadohta Lake, Pennsylvania",41.8176,-79.8364,461,148
"Zephyr Cove, Nevada",39.0082,-119.9307,461,83
"Hissop, Alabama",32.8746,-86.1159,461,9
"Lafe, Arkansas",36.2092,-90.5043,461,87
"Emmet, Arkansas",33.7227,-93.4657,461,123
"Ephesus, Georgia",33.4069,-85.2568,461,48
"Kingman, Indiana",39.9664,-87.2780,461,273
"Martensdale, Iowa",41.3738,-93.7387,461,467
"Rock Point, Arizona",36.7173,-109.6287,461,12
"North Adams, Michigan",41.9707,-84.5251,461,334
"Bridgewater, South Dakota",43.5502,-97.4984,461,158
"Sprague, Washington",47.3049,-117.9714,460,168
"Glen St. Mary, Florida",30.2752,-82.1604,460,387
"Crescent, Louisiana",30.2405,-91.2864,460,106
"Leeds, North Dakota",48.2875,-99.4344,460,290
"Beersheba Springs, Tennessee",35.4589,-85.6688,460,36
"Allensville, Pennsylvania",40.5331,-77.8141,460,90
"Berlin, Alabama",34.1868,-86.7442,460,214
"Salesville, Arkansas",36.2410,-92.2769,460,39
"Emden, Illinois",40.2982,-89.4851,460,756
"St. Leonard, Maryland",38.4659,-76.4973,460,77
"Plymouth, Utah",41.8734,-112.1454,460,214
"Snover, Michigan",43.4653,-82.9709,460,25
"Kaleva, Michigan",44.3723,-86.0135,460,160
"Hatley, Mississippi",33.9773,-88.4184,460,129
"Bogue Chitto, Mississippi",32.8338,-88.9189,460,27
"North Powder, Oregon",45.0300,-117.9205,460,283
"Acacia Villas, Florida",26.6457,-80.1104,459,2520
"Lemitar, New Mexico",34.1551,-106.9122,459,129
"Lindsay, Texas",31.3691,-103.5375,459,174
"Seco Mines, Texas",28.7467,-100.5027,459,312
"Angoon, Alaska",57.4550,-134.4978,459,6
"JAARS, North Carolina",34.8622,-80.7489,459,206
"Sterling, Nebraska",40.4612,-96.3776,459,435
"Muir, Pennsylvania",40.5943,-76.5186,459,356
"Hopeland, Pennsylvania",40.2336,-76.2615,459,268
"Cushman, Arkansas",35.8658,-91.7781,459,43
"Norwood, Illinois",40.7078,-89.6995,459,577
"Ocheyedan, Iowa",43.4181,-95.5365,459,152
"Dugway, Utah",40.2307,-112.7541,459,34
"Greentop, Missouri",40.3508,-92.5657,459,216
"Watersmeet, Michigan",46.2872,-89.1937,459,19
"Colton, Washington",46.5675,-117.1285,458,286
"Center Point, Louisiana",31.2524,-92.2099,458,37
"Atlantic, North Carolina",34.8823,-76.3440,458,192
"Malverne Park Oaks, New York",40.6816,-73.6643,458,1360
"Hawthorn, Pennsylvania",41.0210,-79.2782,458,172
"Mount Crawford, Virginia",38.3601,-78.9413,458,366
"Urbanna, Virginia",37.6395,-76.5747,458,417
"Versailles, Illinois",39.8842,-90.6587,458,189
"Nezperce, Idaho",46.2341,-116.2405,458,411
"Hayesville, Ohio",40.7752,-82.2596,458,239
"Danube, Minnesota",44.7910,-95.1029,458,362
"Republic, Michigan",46.3956,-87.9819,458,48
"La Yuca, Puerto Rico",18.0727,-66.6077,458,1871
"Forest Hills, Kentucky",38.2158,-85.5837,458,611
"Harmony, New Jersey",40.7507,-75.1387,457,157
"Villa Pancho, Texas",25.8842,-97.4154,457,635
"Big Delta, Alaska",64.1486,-145.7453,457,3
"Glenwood, Nebraska",40.7555,-99.0810,457,73
"Weekapaug, Rhode Island",41.3359,-71.7633,457,151
"Bend, California",40.2561,-122.2095,457,60
"Bowen, Illinois",40.2321,-91.0633,457,412
"Lamont, Iowa",42.5984,-91.6405,457,301
"Nazlini, Arizona",35.9155,-109.4726,457,23
"Lockhart, South Carolina",34.7923,-81.4613,457,578
"Ages, Kentucky",36.8569,-83.2426,457,316
"Butte Falls, Oregon",42.5414,-122.5692,457,412
"Lingle, Wyoming",42.1387,-104.3461,456,565
"San Carlos II, Texas",27.4901,-99.3684,456,2482
"Crawfordsville, Arkansas",35.2267,-90.3241,456,315
"Caldwell, Arkansas",35.0788,-90.8136,456,55
"Menlo, Georgia",34.4835,-85.4776,456,224
"Paden, Oklahoma",35.5076,-96.5665,456,346
"Pasadena Park, Missouri",38.7110,-90.2974,456,1794
"Qulin, Missouri",36.5977,-90.2522,456,390
"Ellsworth, Minnesota",43.5209,-96.0197,456,267
"Richmond, Kansas",38.4004,-95.2519,456,508
"Dumas, Mississippi",34.6380,-88.8431,456,45
"Big Stone City, South Dakota",45.2985,-96.4657,456,146
"Wounded Knee, South Dakota",43.1435,-102.3682,456,164
"Lyle, Washington",45.6955,-121.2805,455,248
"Convent, Louisiana",30.0132,-90.8232,455,45
"Gilt Edge, Tennessee",35.5336,-89.8303,455,64
"Valley Falls, New York",42.9006,-73.5627,455,379
"Fredonia, Pennsylvania",41.3219,-80.2581,455,492
"Cornell, Illinois",40.9921,-88.7298,455,268
"Jerome, Arizona",34.7466,-112.1072,455,203
"Drummond, Oklahoma",36.3012,-98.0358,455,756
"Pettisville, Ohio",41.5323,-84.2231,455,184
"Waite Hill, Ohio",41.6124,-81.3859,455,42
"Strong City, Kansas",38.3956,-96.5370,455,320
"Glasco, Kansas",39.3609,-97.8371,455,529
"St. Paul, Oregon",45.2122,-122.9772,455,597
"Ryderwood, Washington",46.3750,-123.0441,454,1090
"Big Chimney, West Virginia",38.4119,-81.5374,454,87
"Orchid, Florida",27.7733,-80.4182,454,141
"El Duende, New Mexico",36.0738,-106.1269,454,119
"Kendleton, Texas",29.4470,-96.0010,454,159
"Jackson, North Carolina",36.3901,-77.4193,454,173
"Rhinecliff, New York",41.9223,-73.9441,454,176
"Old Forge, New York",43.7060,-74.9722,454,98
"Hopewell Junction, New York",41.5787,-73.8078,454,370
"Lanesboro, Pennsylvania",41.9625,-75.5825,454,67
"Wilkinson, Indiana",39.8857,-85.6084,454,922
"Mecosta, Michigan",43.6210,-85.2304,454,157
"Bryant, South Dakota",44.5899,-97.4673,454,334
"Jupiter Inlet Colony, Florida",26.9480,-80.0755,453,1129
"Cherry, Illinois",41.4280,-89.2132,453,339
"Beecher City, Illinois",39.1866,-88.7876,453,193
"Chattanooga, Oklahoma",34.4242,-98.6540,453,307
"Otterville, Missouri",38.7029,-93.0029,453,357
"Calhoun, Missouri",38.4684,-93.6251,453,177
"Kellogg, Minnesota",44.3074,-91.9989,453,565
"Thompsonville, Michigan",44.5205,-85.9388,453,175
"Byers, Texas",34.0696,-98.1913,452,175
"St. Regis Falls, New York",44.6764,-74.5309,452,135
"West Decatur, Pennsylvania",40.9290,-78.2827,452,124
"Michigantown, Indiana",40.3281,-86.3916,452,644
"Alleman, Iowa",41.8158,-93.6094,452,64
"Medicine Park, Oklahoma",34.7294,-98.4846,452,86
"Martinsville, Ohio",39.3224,-83.8109,452,397
"Neola, Utah",40.4342,-110.0309,452,46
"Kanopolis, Kansas",38.7081,-98.1581,452,148
"Lane, South Carolina",33.5251,-79.8797,452,44
"Solis, Texas",26.1708,-97.8441,451,104
"Baileyton, Tennessee",36.3304,-82.8292,451,107
"Fawn Grove, Pennsylvania",39.7312,-76.4521,451,105
"Reyno, Arkansas",36.3609,-90.7590,451,172
"Ravenden, Arkansas",36.2417,-91.2511,451,82
"Ascutney, Vermont",43.4080,-72.4070,451,103
"Roann, Indiana",40.9111,-85.9245,451,765
"St. Bernice, Indiana",39.7119,-87.5200,451,97
"Bayard, Iowa",41.8520,-94.5578,451,380
"Avondale, Missouri",39.1545,-94.5452,451,1288
"Island, Kentucky",37.4433,-87.1474,451,517
"Emery, South Dakota",43.6020,-97.6195,451,381
"Galena, Alaska",64.7381,-156.8635,450,9
"Coleridge, Nebraska",42.5065,-97.2029,450,339
"Edgar, Nebraska",40.3683,-97.9710,450,220
"Vanderbilt, Pennsylvania",40.0339,-79.6633,450,991
"Fairview Beach, Virginia",38.3282,-77.2423,450,600
"Mount Auburn, Illinois",39.7649,-89.2608,450,174
"Funston, Georgia",31.1989,-83.8771,450,152
"Holton, Indiana",39.0752,-85.3847,450,96
"Lake Mykee Town, Missouri",38.6761,-92.1044,450,295.2
"Anderson, South Dakota",43.5208,-96.6132,450,177
"Allen, South Dakota",43.2792,-101.9265,450,53
"Cobb, Wisconsin",42.9660,-90.3296,449,194
"Lake Ivanhoe, Wisconsin",42.5800,-88.3415,449,333
"Valley Bend, West Virginia",38.7694,-79.9280,449,123
"Skellytown, Texas",35.5704,-101.1728,449,326
"Emerado, North Dakota",47.9241,-97.3655,449,559
"Englewood, Pennsylvania",40.7814,-76.2449,449,364
"Point Arena, California",38.9123,-123.6955,449,127
"Rutledge, Alabama",31.7240,-86.3020,449,29
"Fithian, Illinois",40.1143,-87.8750,449,453
"Emerson, Iowa",41.0180,-95.4028,449,676
"Senecaville, Ohio",39.9348,-81.4594,449,364
"Cosmos, Minnesota",44.9354,-94.6949,449,156
"Arlington, Kansas",37.8963,-98.1781,449,140
"Norbourne Estates, Kentucky",38.2466,-85.6465,449,2171
"Coloma, Wisconsin",44.0387,-89.5311,448,116
"Lattimore, North Carolina",35.3154,-81.6602,448,168
"Edwards, New York",44.3232,-75.2518,448,187
"Cheriton, Virginia",37.2919,-75.9679,448,158
"Essex, Missouri",36.8118,-89.8626,448,598
"Rothbury, Michigan",43.5200,-86.3588,448,70
"Emlyn, Kentucky",36.7023,-84.1418,448,242
"Camargito, Texas",26.3451,-98.7387,447,2339
"Gustavus, Alaska",58.4275,-135.7492,447,4
"Jamesville, North Carolina",35.8121,-76.9002,447,122
"Henry, Tennessee",36.2001,-88.4111,447,131
"Broad Top City, Pennsylvania",40.2012,-78.1406,447,255
"South Bethlehem, Pennsylvania",40.9991,-79.3395,447,1134
"Camargo, Illinois",39.7991,-88.1671,447,137
"Rocky Mountain, Oklahoma",35.7936,-94.7780,447,13
"Redbird Smith, Oklahoma",35.5615,-95.0298,447,16
"Keytesville, Missouri",39.4313,-92.9371,447,224
"Lodge Grass, Montana",45.3142,-107.3677,447,668
"Tutuilla, Oregon",45.6142,-118.7065,447,8
"Appleby, Texas",31.7170,-94.6078,446,79
"Falmouth, Pennsylvania",40.1316,-76.7045,446,174
"Springboro, Pennsylvania",41.8006,-80.3715,446,207
"Fries, Virginia",36.7140,-80.9752,446,269
"Wells, Vermont",43.4209,-73.2073,446,217
"Milton, Indiana",39.7862,-85.1563,446,620
"Kennard, Indiana",39.9054,-85.5222,446,406
"Farragut, Iowa",40.7200,-95.4807,446,424
"West Manchester, Ohio",39.9033,-84.6262,446,633
"Richmond, Ohio",40.4329,-80.7720,446,311
"Huntsville, Ohio",40.4424,-83.8043,446,569
"Marston, Missouri",36.5177,-89.6062,446,155
"Branson West, Missouri",36.7030,-93.3778,446,38
"Randolph, Minnesota",44.5260,-93.0198,446,180
"Woodland, Michigan",42.7268,-85.1344,446,203
"Alberton, Montana",47.0037,-114.4817,446,314
"Green Bluff, Washington",47.8190,-117.2770,445,22
"Fenwick Island, Delaware",38.4604,-75.0542,445,518
"Cinco Bayou, Florida",30.4223,-86.6095,445,1004
"Hudson, Wyoming",42.9028,-108.5819,445,403
"Cape Royale, Texas",30.6530,-95.1265,445,87
"Prospect, Louisiana",31.4488,-92.4969,445,116
"Bakersville, North Carolina",36.0153,-82.1582,445,226
"Nelson, Nebraska",40.2011,-98.0687,445,210
"Stevens, Pennsylvania",40.2141,-76.1605,445,110
"Pikes Creek, Pennsylvania",41.3086,-76.1029,445,136
"Bland, Virginia",37.1000,-81.1161,445,83
"Boulevard, California",32.6640,-116.2896,445,43
"Calion, Arkansas",33.3285,-92.5402,445,156
"Seabrook, Massachusetts",41.5831,-70.4992,445,488
"Kennedyville, Maryland",39.3059,-75.9947,445,307
"Gloria Glens Park, Ohio",41.0577,-81.9010,445,1603
"Holcomb, Mississippi",33.7643,-89.9732,445,36
"Atlantic Beach, South Carolina",33.8035,-78.7177,445,1062
"Briarwood, Kentucky",38.2780,-85.5926,445,1803
"Moorland, Kentucky",38.2728,-85.5800,445,1830
"Avery, Texas",33.5522,-94.7803,444,180
"El Cenizo, Texas",26.4105,-98.9161,444,5782
"Elk Park, North Carolina",36.1582,-81.9808,444,248
"Panama, New York",42.0747,-79.4850,444,77
"Holland Patent, New York",43.2413,-75.2566,444,339
"Summerhill, Pennsylvania",40.3765,-78.7616,444,522
"Victor, California",38.1385,-121.1987,444,135
"Evening Shade, Arkansas",36.0701,-91.6218,444,102
"Moreland, Georgia",33.2861,-84.7699,444,189
"Weippe, Idaho",46.3787,-115.9394,444,429
"Clarksburg, Ohio",39.5059,-83.1541,444,993
"Scammon, Kansas",37.2780,-94.8230,444,273
"Taylor, Mississippi",34.2691,-89.5833,444,58
"Sedalia, Kentucky",36.6437,-88.6049,444,144
"South Prairie, Washington",47.1374,-122.0939,443,446
"Highland Haven, Texas",30.6074,-98.3951,443,387
"South Heights, Pennsylvania",40.5745,-80.2363,443,523
"Red Feather Lakes, Colorado",40.8071,-105.5864,443,18
"New Goshen, Indiana",39.5830,-87.4646,443,51
"Titonka, Iowa",43.2369,-94.0411,443,610
"Winchester, Idaho",46.2409,-116.6242,443,970
"Leedey, Oklahoma",35.8688,-99.3451,443,416
"Wapanucka, Oklahoma",34.3735,-96.4254,443,254
"Mount Pleasant, Ohio",40.1759,-80.7996,443,671
"Edison, Ohio",40.5583,-82.8632,443,595
"Sigurd, Utah",38.8507,-111.9673,443,174
"Akeley, Minnesota",47.0005,-94.7280,443,116
"Montrose, South Dakota",43.7001,-97.1844,443,415
"New Odanah, Wisconsin",46.5986,-90.6618,442,44
"La Grange, Wyoming",41.6384,-104.1630,442,419
"Buffalo Springs, Texas",33.5327,-101.7077,442,113
"Bayou Goula, Louisiana",30.2105,-91.1765,442,69
"Grimesland, North Carolina",35.5686,-77.2025,442,250
"Altmar, New York",43.5110,-76.0037,442,82
"Shippenville, Pennsylvania",41.2528,-79.4633,442,556
"Carmichaels, Pennsylvania",39.8976,-79.9750,442,1034
"Crescent Valley, Nevada",40.4198,-116.5753,442,76
"Dillwyn, Virginia",37.5411,-78.4613,442,264
"Altona, Colorado",40.1254,-105.2923,442,101
"Clarksburg, California",38.4193,-121.5416,442,84
"Mansfield, Georgia",33.5180,-83.7349,442,156
"Harrison, Georgia",32.8263,-82.7258,442,99
"Darlington, Maryland",39.6425,-76.2035,442,163
"Keys, Oklahoma",35.8056,-94.9425,442,30
"Bigfork, Minnesota",47.7473,-93.6525,442,92
"River Bluff, Kentucky",38.3719,-85.6040,442,724
"Clay, West Virginia",38.4661,-81.0816,441,305
"Follett, Texas",36.4340,-100.1408,441,175
"Kongiganak, Alaska",59.9580,-162.8831,441,89
"Bridgeton, North Carolina",35.1347,-77.0159,441,83
"Ridgeside, Tennessee",35.0349,-85.2469,441,1004
"French Gulch, California",40.7166,-122.6312,441,13
"Yettem, California",36.4866,-119.2549,441,1109
"Offerman, Georgia",31.4088,-82.1132,441,52
"Greasewood, Arizona",35.5279,-109.8614,441,31
"Gadsden, Arizona",32.5564,-114.7810,441,87
"Ashby, Minnesota",46.0931,-95.8157,441,308
"Brethren, Michigan",44.2987,-86.0184,441,53
"Maupin, Oregon",45.1731,-121.0882,441,124
"Arden, Delaware",39.8113,-75.4886,440,675
"Merrimac, Wisconsin",43.3741,-89.6273,440,206
"Manokotak, Alaska",58.8930,-158.9109,440,2
"Bennett, North Carolina",35.5664,-79.5400,440,53
"Spalding, Nebraska",41.6892,-98.3626,440,529
